imagepath,polygon_1,polygon_2,polygon_3,polygon_4,polygon_5,polygon_6,polygon_7,polygon_8,labelname
FH_barcode_breit_nr_klein\Images\PXL_20230412_124509800.jpg,224.90434416193,722.071411607253,745.835372063759,219.276037738021,402.511463844797,368.753222086555,613.813051146384,649.446750780084,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_125143695.jpg,221.394653362215,871.22612241516,891.84357207959,227.503527336861,354.657940319143,327.18849173494,655.295794268472,682.002202614225,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_125144862.jpg,414.384272903274,690.119343478735,714.579712642688,433.285467257237,237.992199158866,223.544227377561,792.572039072039,795.906186406186,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_125148245.jpg,237.818545651879,752.944308777642,772.324040157373,232.817324650658,441.27092660426,422.516347849681,685.080450413784,700.084113417447,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_125156314.jpg,146.560947172804,739.121722713445,796.392416225749,196.195548216801,457.668372509903,349.316658649992,646.902351645521,761.358387413032,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_125156980.jpg,198.013546803253,712.690900900737,743.959269922456,233.034120107577,528.167141500475,458.775200108533,711.962013295347,787.605480938814,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_125158013.jpg,172.290922466797,583.39957808374,578.78979703197,167.262070410321,356.572721735842,375.427058888052,574.445062161374,568.998253650736,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_125906264.jpg,216.35354508624,618.347155309882,640.839168089435,270.743321444067,451.852455649858,384.807117924978,540.156071189943,597.389896077036,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_125906928.MP.jpg,381.567602594227,838.768880549498,818.32159620445,395.88070163576,328.79973214261,325.938040898255,521.759484619092,522.985923723816,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_125909745.jpg,504.614229198944,835.680322916971,786.22994436162,465.640625761252,280.317402586906,336.461428773486,491.485978691653,446.654554796399,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131052967.MP.jpg,293.095328361733,756.397415600828,732.336423224875,306.405664569707,402.913749559083,447.969749559083,637.409749559083,589.793749559083,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131053719.jpg,263.403039897791,704.691878792929,674.999590328987,259.307551833799,340.449749559083,384.481749559083,577.505749559083,533.985749559083,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131055978.jpg,209.137823049897,610.495653321113,561.861732561208,170.230686441973,340.961749559083,438.241749559083,630.241749559083,537.057749559083,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131059555.jpg,361.135145532237,817.009865890179,745.994205934922,268.73842666572,403.79323650912,548.115384160127,774.143721222021,613.785779387569,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131101059.jpg,316.207981705348,854.023928878905,851.522459357167,313.081144803176,253.725139058472,265.603038936372,532.543209876543,528.792294125627,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131102247.jpg,366.237372140098,904.053319313654,896.548910748442,336.845105259682,395.009632342966,425.642110975444,698.833808167141,657.573734907068,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131108835.jpg,494.003154480783,567.309642176533,348.917397582946,297.755578045287,212.127315554608,600.040812944616,635.93044754566,237.326420700022,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131109888.jpg,334.286769595513,780.07183334779,652.304984531761,192.530849741232,382.127388903345,629.267643912453,857.755804203892,591.963454477116,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131112128.jpg,321.42746469704,836.100097060947,866.644466934176,332.11799415267,457.668372509903,422.568521541199,674.371800229724,712.523812152227,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131230135.jpg,451.301264433225,742.198943413284,724.791947663038,446.949515495663,462.905104714164,475.291357830097,596.141016609878,585.093817884856,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131230837.jpg,435.139487578252,806.871116971224,763.931819846623,408.55801792969,314.900088955744,358.234270655971,527.074054072894,494.36901128027,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_131233212.jpg,274.93373459668,772.100802042002,725.823615889859,253.045876281477,358.750780084113,411.888753222086,638.194003527337,598.809388142721,FH_barcode_breit_nr_klein
FH_barcode_breit_nr_klein\Images\PXL_20230412_132022472.jpg,14.5046340212342,637.335975322695,812.762270143412,275.60423561486,526.720689369459,0,291.868423233077,754.785317756235,FH_barcode_breit_nr_klein
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4734.jpg,188.719621923525,872.445326716295,835.601654259719,158.18372242058,422.582511850522,440.240644361834,885.623543990086,730.161688980432,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4735.jpg,323.359927388246,777.851418198321,799.460676196959,356.122350805537,622.052101412285,549.568861664114,745.412999829845,822.077964948103,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4736.jpg,321.268708872249,922.842568640799,915.871840254141,318.480417517586,731.473915262889,729.383052577846,997.0134762634,1005.37692700357,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4737.jpg,242.434580216126,681.656525353283,671.442061512884,235.62493765586,569.389692435578,600.033083956775,818.79285120532,764.315710723192,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4738.jpg,342.87680798005,860.409642560266,879.136159600998,306.27497921862,531.936658354115,532.787863674148,768.571737323358,750.69642560266,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4739.jpg,389.693100581879,868.921695760598,830.617456359102,392.246716541978,326.796176226102,347.2251039069,539.597506234414,518.317373233583,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4740.jpg,351.388861180382,338.620781379884,794.866832917706,805.081296758105,760.059684123026,557.472817955112,544.704738154613,794.959102244389,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4744.jpg,265.417123857024,681.656525353283,655.269160432253,290.102078137988,342.969077306733,456.179384871155,585.562593516209,474.905901911887,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4745.jpg,238.428035859821,649.655419722901,602.085737571312,226.535615321923,411.145315604463,457.470243007795,588.306862295583,558.258260736665,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4746.jpg,418.692094539527,734.780114099429,662.173757131214,354.848573757131,260.902307809873,394.242977227572,526.331621580315,409.893290539508,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4747.jpg,233.420700896496,639.014832925835,617.733659331703,250.320456397718,387.982851902797,427.421641448877,567.02243619135,528.835671710225,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4748.jpg,381.137082314588,675.318011409943,628.374246128769,349.21532192339,492.526944826532,510.681308268379,617.729451322024,612.721351062204,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4749.jpg,194.658593027984,503.19087204564,502.597942894759,217.146862265689,301.213765855687,384.226776707932,538.408466000247,443.697967293291,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4750.jpg,251.553790987394,620.917219718695,600.361709681825,256.266666666667,315.900174665225,371.162179881172,540.255398483917,475.762930616206,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4751.jpg,258.070088337247,684.364620373476,653.49734262908,256.108700481303,355.649895178197,369.732578616352,536.92029908053,539.798568431445,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4752.jpg,324.87073036793,625.154091158704,614.188687534322,313.342998352554,107.81716443529,130.596155166495,269.801098523859,246.178441469276,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4753.jpg,490.304958271969,417.162101129111,566.611606967207,639.154912179116,579.229205209628,510.99081411938,363.633652263725,426.758828638789,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4754.jpg,313.922926139234,613.785716236515,551.838297299117,245.746118721461,367.54695362231,496.618438844499,637.634629082367,499.359224978403,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4755.jpg,262.447753185781,659.754258886653,718.474580818243,285.798524480215,359.771656184486,311.684444444444,455.259119496855,518.802935010482,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4756.jpg,320.266666666667,618.079242911537,618.030296873236,348.362290787769,433.680516287646,291.333624454148,426.907749614805,573.605025749209,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4757.jpg,275.496713615024,555.892565947242,580.065227817746,317.146834505739,741.721509433962,614.736256323777,719.956717256886,845.494730346785,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4758.jpg,229.501283975321,646.990028347507,661.3331999333,279.702384525596,149.843243243243,71.9413413413415,257.983383383384,336.397797797798,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4759.jpg,270.336579780427,731.203980099503,668.541293532338,208.505472636816,298.328402546226,424.069128893863,640.291475470994,505.821040850588,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4760.jpg,76.5153460652851,577.049062754686,614.604074979625,116.046028359135,335.388783907345,284.064771511539,497.535045086352,580.132591054059,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4761.jpg,86.5092896174863,596.756507413509,574.675799423065,101.807988145753,557.458430649457,584.895442064799,778.28926319665,754.715590583005,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4765.jpg,394.128961748634,830.168306010929,836.413942071674,311.060944142546,361.931284572834,554.521327596804,670.842072805927,435.674540791571,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4766.jpg,254.860036586296,587.325597021702,516.705271475336,143.9102454859,265.47690650878,401.568617703474,463.072349216025,302.239224278943,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4767.jpg,494.194724220624,568.244142685104,872.140422169545,854.177943334462,431.003372681282,393.001813855564,747.013965931796,856.612901914969,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4768.jpg,296.787122736419,844.858125565704,878.194724220623,187.798241891482,207.953459119496,408.117956312477,537.7160568763,291.810063655653,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4769.jpg,409.695272874822,870.24648256996,989.156401136019,457.856054667873,235.373243251468,336.078172870313,430.570715969723,340.78439395652,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4770.jpg,160.582187056198,744.133387511852,827.649976426214,86.262452404717,274.545707416537,352.797026651766,478.930277083175,394.597338434667,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4771.jpg,250.601092896175,671.58907506291,607.280550852241,250.200016456842,259.132677729974,507.409241106356,600.01040619021,384.612587930396,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4772.jpg,440.343760810477,791.075454298888,702.180753670621,403.659555254543,181.420912124583,479.013652779897,592.587997817785,325.609651529005,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4773.jpg,416.642910260275,881.096681565759,711.262196938914,296.861587669231,587.485070464994,870.674909411087,888.098721660656,655.777473061571,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4776.jpg,491.736043211572,803.632774878697,906.92741857972,582.564504613727,308.328527291452,328.576519052523,431.131947043737,436.926387310247,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4780.jpg,389.290484177569,882.142746646919,787.896979236939,249.475299760192,322.675807127883,547.633691225472,773.372793704328,498.46419336706,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4781.jpg,236.332240437158,765.321193930299,859.064065366017,272.819505624032,438.715550092194,287.709109109109,506.039439439439,672.913758177364,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4782.jpg,83.3064310260186,482.619880331982,641.167073923238,206.751835297305,589.701905550953,243.449402324524,389.035641120573,773.785207761861,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4786.jpg,56.6037385066182,497.304705925844,603.409358369868,115.573238180196,728.056795736405,549.409731752963,696.979286098358,928.525380762547,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4787.jpg,217.15411079507,720.172622084211,762.780786343412,223.410588102495,424.09453080023,352.920774071918,580.365035695234,649.111640507272,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4788.jpg,81.4732240437159,548.617586172244,483.580007404665,0.266666666666667,249.062610120877,398.25845203105,605.76524743922,443.666666666667,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4789.jpg,155.933791083036,565.53943882169,640.661582130075,181.243842420138,435.159697905939,308.030581266198,440.595804023201,591.618811059752,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4790.jpg,337.272122314272,640.986206118072,740.875330124645,423.318235924735,505.466727291098,407.865332385113,506.309737134395,631.19985028695,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4791.jpg,311.965543625818,714.842502776749,636.105528441834,202.380895345828,362.118203134641,509.216314945082,689.440220043843,508.242475913218,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4792.jpg,182.329976886745,528.25069683191,639.876554915905,275.841607404899,569.426739015751,386.841658002357,493.346990399756,712.846152283233,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4793.jpg,297.757218647703,656.626983160885,663.104788007143,297.886648825454,441.433417995868,433.652518658846,596.727692441853,606.00172465061,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4794.jpg,317.106761485495,673.166090980923,594.514864515175,213.31454058876,440.778154789116,596.196044767274,761.055848512573,577.552765929767,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4795.jpg,200.043654010533,632.3989796758,671.016141776724,165.432962888126,391.096504942714,402.936665432556,511.239813074618,503.449789093481,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4796.jpg,337.534501769111,724.583820721535,794.144773829252,350.130174009626,423.409083055658,412.237918691835,496.476018224493,518.188794273726,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4797.jpg,241.448457441463,646.913666060483,656.463627961998,185.643786362258,379.4283970156,391.508388270062,496.233646621753,479.786416842454,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4798.jpg,117.997597301078,591.468021221357,698.363779744672,171.548467709142,443.628754782179,297.496869338481,448.867775158208,633.414272644099,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4799.jpg,244.410551558753,680.433164949148,617.029840799704,159.046383764855,412.715888270668,547.266868748105,757.033666543256,603.799818008851,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4800.jpg,189.762902628656,621.594582148178,642.607433838834,212.260899781893,519.452523756633,473.683748179755,671.985371655841,713.587717984973,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4801.jpg,175.757162840451,616.540149210817,689.712891754059,180.152241834043,463.974799456991,397.477592018795,531.691127833203,620.597824085698,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4802.jpg,81.1630101755563,511.076931366606,621.871976161452,161.186265341021,575.47714884696,416.752105276452,541.616000406359,735.359122430681,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4803.jpg,314.098147773961,727.265193912617,638.646681556236,215.667797863295,327.157601475083,422.01700032215,588.044017040989,449.188757191377,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4804.jpg,424.174526840439,813.387377602238,719.455350594204,329.912446859636,405.829261392341,559.00725657164,761.611953509534,568.09114854093,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4805.jpg,171.944316919659,750.363361067386,714.881274988281,177.169849543455,450.200148093299,511.127487352445,750.318144402391,684.438330907326,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4806.jpg,254.852822778596,700.955337496283,828.470819202029,366.489183003833,764.092037190463,533.761462979483,727.135550316416,1003.10431221691,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4807.jpg,213.003534893981,676.425126496359,713.315807456537,171.373276867366,356.568108208724,335.959002838455,464.472334011606,490.82090294077,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4808.jpg,257.05018887694,712.118161913699,720.67303307371,194.691447611996,325.023791206519,320.811315443224,459.812638423245,456.266049611255,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4809.jpg,324.786824290189,404.9832934389,799.501673697852,694.961576281838,331.399373595009,453.394808064071,352.045836952476,258.381973439796,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4810.jpg,136.078873239437,488.057411133468,530.294835680751,139.856203890007,514.681174004193,481.707085953878,589.903312368973,639.020964360587,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4811.jpg,413.014207650273,746.653551912568,830.587978142076,475.125683060109,365.707559926245,334.658184798197,439.554722392952,490.324646588814,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4812.jpg,514.155191256831,712.599475301702,635.169165980042,417.532853717026,304.867568121287,565.004047217538,663.230827325781,386.242556061372,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4813.jpg,268.614236622484,491.834741784038,616.143259557344,372.489682321707,733.613852455244,438.275385647217,532.365258215962,844.900308959835,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4814.jpg,474.764140903886,706.717329405989,604.277714355858,362.758734970193,240.180681014449,489.689879884026,592.61297804777,326.226480765831,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4815.jpg,298.809805056939,598.595626579501,551.016507763552,230.052932412299,353.772550722839,432.716199620916,527.414146435584,436.617033236823,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4816.jpg,357.333432062199,702.779497541591,667.308920187793,333.092218402277,382.590620757744,452.9623550807,632.879891869412,540.040632148056,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4817.jpg,173.089517531814,565.421294516159,568.921252059308,190.67847082495,560.30353587367,531.056436663234,669.807029104887,724.890985324947,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4818.jpg,486.683836351442,733.845201487288,577.495197683034,345.904369170349,395.694567404426,729.636551360314,839.76439325048,502.319637351006,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4819.jpg,373.231965257394,666.279189041509,609.174670834517,330.155222846053,305.446389747111,422.074104216119,560.350705601024,438.297081860401,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4820.jpg,345.947703748367,669.394634240494,679.562588760398,380.550230236854,342.944975697977,230.743111221409,342.127537488873,443.484531860768,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4821.jpg,444.711988809348,631.195800524934,650.51913166971,461.004593520577,550.793014932741,557.359270811673,706.575836699914,670.39104779226,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4822.jpg,499.886338797814,893.897482074371,904.669544364508,537.712026359143,443.750583896743,357.923323323323,513.544753554769,628.757056562328,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4823.jpg,196.986091127098,524.903961495742,556.567435961067,222.066981002013,480.965823496346,414.310230778724,563.732646730364,631.160698184225,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4824.jpg,331.746919907547,617.535332592867,639.917258113437,349.272930558362,490.556590549401,439.837566333457,594.227745377838,627.495759137178,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4825.jpg,567.403357314149,901.103199299522,915.632371026002,573.817309060093,662.166048341765,665.154418933596,863.092865119742,818.853237540717,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4826.jpg,499.644384242014,916.987497454694,970.157931174914,542.336978520418,482.630613972705,369.202475928473,576.412624178511,661.655796831699,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4827.jpg,372.7709237389,647.825029753731,678.480344227776,385.463126258031,419.973704085136,316.483968417439,454.564023343632,545.774421971295,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4828.jpg,194.365027322404,739.835011990408,719.115587529976,241.702184376157,468.086580618726,305.291399662732,527.935132096684,729.737109712452,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4829.jpg,273.773944886936,786.081099656357,751.473879835663,311.403357314149,632.296395468589,544.831796004787,660.013166222002,739.757504215852,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4830.jpg,321.866227226952,657.105996521102,685.742719276477,379.1959521165,150.000480604188,169.404806041881,331.631062580138,289.453757867457,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4831.jpg,499.466666666667,913.485049759588,670.250386895789,332.955026277535,334.238598647818,845.109014675052,1004.85462491994,496.308920187793,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4832.jpg,379.328726378173,640.594898943944,494.975068643602,288.219538537064,45.830859538784,402.278041113455,536.399656711294,170.222940255915,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4833.jpg,85.8570948782536,727.254240134341,864.44986018015,304.753989836561,351.907877883479,8.66445314928812,295.554206483043,688.049067399016,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4834.jpg,555.987699066447,810.890226981882,722.420029227673,473.137332931364,180.93491246138,364.50588770175,480.379377093932,299.116031799857,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4835.jpg,161.514332784184,447.862382129452,450.956037718576,168.553015716284,376.94672159286,372.447167868177,496.466117404737,508.205331358756,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4836.jpg,377.270786413989,587.076883640026,593.82667765266,387.114236015747,413.947611202636,397.921252059308,508.418780889621,542.720812740252,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4837.jpg,231.363803261146,459.720610772883,458.690429686364,235.827921302729,171.83118763042,143.66582075411,322.962424527695,316.779783018261,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4838.jpg,542.145900834561,839.544418105881,795.992671920253,492.123163501156,418.139721992083,498.374323546344,655.429380414741,603.69126535534,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4839.jpg,509.862104439226,812.103868957894,703.710594732943,385.419663618919,127.235639412998,391.558064880751,543.487979591321,307.230431101629,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4840.jpg,379.597387197267,685.353022770515,734.051644575356,424.816586449463,495.883297539656,430.394163674859,613.536904597542,642.918894236702,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4841.jpg,499.223555421566,743.975708319223,738.471556543409,496.08799183831,481.6045971814,480.758014155576,592.423545755348,597.870215494065,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4842.jpg,418.277577961878,613.309585597575,624.117758508497,419.514577991011,301.913884468692,281.226353365218,353.313110195558,374.61216107216,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4879.jpg,419.60479616307,859.599816900119,812.493436207089,322.075379489078,354.102641933671,401.576386600769,557.089604292421,475.980229544613,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4880.jpg,329.585931062205,312.856684852159,769.688362334938,721.488273085725,471.653916581892,638.358834078452,763.099568061212,603.206857757373,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4881.jpg,292.232050573866,691.417961231974,748.710452918672,268.485377891747,573.488336555279,689.440220043843,793.302702702703,664.366472267031,FH_onlyNumber_handwritten_KTD_nummer
